,file,type,chain_strength,energy,input_values,qpu
0,1,raw,0.25,2.0,3059924260596006400,advantage4.1
1,1,raw,0.25,2.0,9124185184340003840,advantage4.1
2,1,raw,0.25,2.0,4661757197143037952,advantage4.1
3,1,raw,0.25,2.0,1824996662447124224,advantage4.1
4,1,raw,0.25,2.0,7406671503172166656,advantage4.1
5,1,raw,0.25,4.0,7565791344306938880,advantage4.1
6,1,raw,0.25,4.0,8898119168913330176,advantage4.1
7,1,raw,0.25,4.0,5453614184184399872,advantage4.1
8,1,raw,0.25,4.0,8906458425731130368,advantage4.1
9,1,raw,0.25,4.0,9063764320510875648,advantage4.1
10,1,raw,0.25,4.0,5632992914327836672,advantage4.1
11,1,raw,0.25,4.0,8680766573324250112,advantage4.1
12,1,raw,0.25,4.0,6338414312943065088,advantage4.1
13,1,raw,0.25,4.0,7038832279466092544,advantage4.1
14,1,raw,0.25,4.0,3439977393694894592,advantage4.1
15,1,raw,0.25,4.0,5246387580123433984,advantage4.1
16,1,raw,0.25,4.0,9205660694910357504,advantage4.1
17,1,raw,0.25,4.0,4170385652377236992,advantage4.1
18,1,raw,0.25,4.0,5795840523104454656,advantage4.1
19,1,raw,0.25,4.0,805622761644237824,advantage4.1
20,1,raw,0.25,4.0,5466451543851484160,advantage4.1
21,1,raw,0.25,4.0,8287816467173142528,advantage4.1
22,1,raw,0.25,4.0,8586668721571211264,advantage4.1
23,1,raw,0.25,4.0,6267722211566557184,advantage4.1
24,1,raw,0.25,4.0,4672723912379303936,advantage4.1
25,1,raw,0.25,4.0,4726083285888805888,advantage4.1
26,1,raw,0.25,4.0,6303795553305439232,advantage4.1
27,1,raw,0.25,4.0,7866947059875387392,advantage4.1
28,1,raw,0.25,4.0,9095364308590868480,advantage4.1
29,1,raw,0.25,4.0,3620848085927039488,advantage4.1
30,1,raw,0.25,4.0,5668864523203359744,advantage4.1
31,1,raw,0.25,4.0,5565599442946368512,advantage4.1
32,1,raw,0.25,4.0,713302357160889728,advantage4.1
33,1,raw,0.25,4.0,6672461791793307648,advantage4.1
34,1,raw,0.25,4.0,3377554264620622848,advantage4.1
35,1,raw,0.25,4.0,4906349264939287552,advantage4.1
36,1,raw,0.25,4.0,2663967959111723008,advantage4.1
37,1,raw,0.25,4.0,5466710976310133760,advantage4.1
38,1,raw,0.25,4.0,4816891938308001792,advantage4.1
39,1,raw,0.25,4.0,826820820254247168,advantage4.1
40,1,raw,0.25,4.0,5667030975081677824,advantage4.1
41,1,raw,0.25,4.0,7557200359726162944,advantage4.1
42,1,raw,0.25,4.0,6245962393765216256,advantage4.1
